max-process;rank;max-size-sequence;max-size-constraint;max-number-constraint;max-fragmentation;total-time;calcul-time;com-time;idleness-time;calcul-rate;com-rate;idleness-rate;nb-message-exchange;size-data-com;size-data-com-in-mb;ssclcs;
4;0;512;32;8;1;0.434578;0.111971;0.316728;0.005879;25.765430;72.881735;1.352836;0;0;0.000000;0;
4;0;512;32;8;2;0.430185;0.089584;0.338752;0.001850;20.824489;78.745513;0.429998;0;0;0.000000;0;
