max-process;rank;max-size-sequence;max-size-constraint;max-number-constraint;max-fragmentation;total-time;calcul-time;com-time;idleness-time;calcul-rate;com-rate;idleness-rate;nb-message-exchange;size-data-com;size-data-com-in-mb;ssclcs;
4;2;512;32;8;0;0.503195;0.115524;0.503593;-0.115922;22.958023;100.079184;-23.037207;0;0;0.000000;0;
