max-process;rank;max-size-sequence;max-size-constraint;max-number-constraint;max-fragmentation;total-time;calcul-time;com-time;idleness-time;calcul-rate;com-rate;idleness-rate;nb-message-exchange;size-data-com;size-data-com-in-mb;ssclcs;
4;3;512;32;8;0;0.503191;0.133891;0.872348;-0.503048;26.608381;173.363115;-99.971496;0;0;0.000000;221;
